timestamp,datetime,comment-id,author-id,agrees,disagrees,moderated,comment-body
1687234891413,Tue Jun 20 04:21:31 UTC 2023,57,0,68,26,1,雖然 AI 能夠提升公共服務的效能，但是無法讓人感受到溫度，人的服務還是比較好。
1687234901599,Tue Jun 20 04:21:41 UTC 2023,58,0,90,19,1,當政府完全依賴 AI 進行重大決策的時候，可能會犧牲專業判斷和最優選擇。
1687234931771,Tue Jun 20 04:22:11 UTC 2023,59,0,89,6,1,將 AI 導入政府的公共資料庫，有利於發展對社會更有公共利益的 AI 應用系統。
1687234940861,Tue Jun 20 04:22:20 UTC 2023,60,0,50,28,1,AI 會將原始資料破壞壓縮，學習過程會更難取得真實資料。
1687234951168,Tue Jun 20 04:22:31 UTC 2023,61,0,94,13,1,使用 AI 學習，可以產出更隨機性的結果，拓展思維疆界。
1687234958044,Tue Jun 20 04:22:38 UTC 2023,62,0,92,20,1,由於 AI 可以生成大量的結果，因此在未來，選擇知識的能力比生成知識的能力更為重要。
1687234966595,Tue Jun 20 04:22:46 UTC 2023,63,0,96,2,1,當 AI 成為新世代的知識入口時，未來的搜尋方式勢必改變。
1687234974507,Tue Jun 20 04:22:54 UTC 2023,64,0,70,16,1,身為教育者，需要提供更貼近生活、親身感受式的經驗，而非 AI 生成的內容。
1687234982008,Tue Jun 20 04:23:02 UTC 2023,65,0,100,10,1,AI 提供學習更多選擇和幫助，教師的角色將重新被定義。
1687234992759,Tue Jun 20 04:23:12 UTC 2023,66,0,91,24,1,過度依賴 AI 可能會導致學生缺乏人際交流的機會，影響他們的社交能力。
1687235002242,Tue Jun 20 04:23:22 UTC 2023,67,0,77,25,1,我覺得 AI 作品應該單獨成立一個獎項。
1687235010481,Tue Jun 20 04:23:30 UTC 2023,68,0,89,13,1,我認為投件者可以使用 AI 創作，但他們交件時需載明創作理念、世界觀定位、創作過程、創作工具、使用指令（prompts）
1687235018622,Tue Jun 20 04:23:38 UTC 2023,69,0,84,20,1,我認為投件作品可以在 AI 生成後再使用 Photoshop後製。
1687235029383,Tue Jun 20 04:23:49 UTC 2023,70,0,42,62,1,評審在作品評選過程中，不能使用 AI 工具進行輔助。
1688917730153,Sun Jul 09 15:48:50 UTC 2023,78,46,85,1,1,我覺得AI是工具也是協作者，透過AI協助我們視野變得更廣，思考模式也打破框架。 如何迎向未來無法阻擋的AI時代，必須先接受它，才能更有勇氣及智慧面對所有迎面而來的難題。
1689067351923,Tue Jul 11 09:22:31 UTC 2023,79,55,77,12,1,AI可以讓生活更便利，同時需要思考是否未來人類會因為AI帶來的便利而退化。
1689334964986,Fri Jul 14 11:42:44 UTC 2023,80,112,62,0,1,以正向態度使用，學會共創善用
1689671260600,Tue Jul 18 09:07:40 UTC 2023,82,6,19,4,1,點子松徵件應鼓勵投件者使用 AI 進行創作
1689673554108,Tue Jul 18 09:45:54 UTC 2023,83,155,34,3,1,AI產出的東西，其判斷標準終究還是回歸到人身上
1689693906533,Tue Jul 18 15:25:06 UTC 2023,84,160,17,6,1,目前對於AI科技，採觀望的角度
1690189167838,Mon Jul 24 08:59:27 UTC 2023,85,197,15,1,1,AI的應用還在初期，是機會還是威脅，還有很大的探索空間，不用劃地自限，但要預作因應。
1690267524886,Tue Jul 25 06:45:24 UTC 2023,86,211,5,0,1,AI輔助讓環境有越來越永續的機會及可能，讓AI應用在對的領域，例如：環境永續、生態保育……等，就有投資地球更環境永續的最大效益。
1690277223752,Tue Jul 25 09:27:03 UTC 2023,87,212,4,0,1,人工智能增強我們的能力，並不取代我們。通過了解和思考其融合，我們可比那些誤解恐懼它的人佔優勢。
1690282271545,Tue Jul 25 10:51:11 UTC 2023,88,215,4,0,1,AI是人類設計的，有人的構思而成，但會超越人類，也會取代人類，其實開心又帶著驚慌失措的感受，人類要與AI共存，要更突破所有框架，而有更大的改變，這的確是浩大的心靈心態調整。
1690295107023,Tue Jul 25 14:25:07 UTC 2023,89,180,1,0,1,須立法使AI成為人人都能公平取用的公開資源。
