timestamp,datetime,comment-id,author-id,agrees,disagrees,moderated,comment-body
1687235002242,Tue Jun 20 04:23:22 UTC 2023,67,0,119,37,1,我覺得 AI 作品應該單獨成立一個獎項。
1687235010481,Tue Jun 20 04:23:30 UTC 2023,68,0,132,20,1,我認為投件者可以使用 AI 創作，但他們交件時需載明創作理念、世界觀定位、創作過程、創作工具、使用指令（prompts）
1687235018622,Tue Jun 20 04:23:38 UTC 2023,69,0,129,28,1,我認為投件作品可以在 AI 生成後再使用 Photoshop後製。
1687235029383,Tue Jun 20 04:23:49 UTC 2023,70,0,68,95,1,評審在作品評選過程中，不能使用 AI 工具進行輔助。
1688917730153,Sun Jul 09 15:48:50 UTC 2023,78,46,127,4,1,我覺得AI是工具也是協作者，透過AI協助我們視野變得更廣，思考模式也打破框架。 如何迎向未來無法阻擋的AI時代，必須先接受它，才能更有勇氣及智慧面對所有迎面而來的難題。
1689067351923,Tue Jul 11 09:22:31 UTC 2023,79,55,122,18,1,AI可以讓生活更便利，同時需要思考是否未來人類會因為AI帶來的便利而退化。
1689334964986,Fri Jul 14 11:42:44 UTC 2023,80,112,114,1,1,以正向態度使用，學會共創善用
1689671260600,Tue Jul 18 09:07:40 UTC 2023,82,6,43,11,1,點子松徵件應鼓勵投件者使用 AI 進行創作
1689673554108,Tue Jul 18 09:45:54 UTC 2023,83,155,73,4,1,AI產出的東西，其判斷標準終究還是回歸到人身上
1689693906533,Tue Jul 18 15:25:06 UTC 2023,84,160,38,16,1,目前對於AI科技，採觀望的角度
1690189167838,Mon Jul 24 08:59:27 UTC 2023,85,197,71,3,1,AI的應用還在初期，是機會還是威脅，還有很大的探索空間，不用劃地自限，但要預作因應。
1690267524886,Tue Jul 25 06:45:24 UTC 2023,86,211,50,1,1,AI輔助讓環境有越來越永續的機會及可能，讓AI應用在對的領域，例如：環境永續、生態保育……等，就有投資地球更環境永續的最大效益。
1690277223752,Tue Jul 25 09:27:03 UTC 2023,87,212,55,4,1,人工智能增強我們的能力，並不取代我們。通過了解和思考其融合，我們可比那些誤解恐懼它的人佔優勢。
1690282271545,Tue Jul 25 10:51:11 UTC 2023,88,215,43,10,1,AI是人類設計的，有人的構思而成，但會超越人類，也會取代人類，其實開心又帶著驚慌失措的感受，人類要與AI共存，要更突破所有框架，而有更大的改變，這的確是浩大的心靈心態調整。
1690295107023,Tue Jul 25 14:25:07 UTC 2023,89,180,37,10,1,須立法使AI成為人人都能公平取用的公開資源。
1690338119357,Wed Jul 26 02:21:59 UTC 2023,90,1,34,10,1,AI就是工具而已
1690338411116,Wed Jul 26 02:26:51 UTC 2023,92,1,35,8,1,其實應該還要考量使用AI需不需要付費，畢竟AI不是公共財
1690359408327,Wed Jul 26 08:16:48 UTC 2023,93,229,50,3,1,AI能讓未擁有硬實力的人(例如繪畫作曲等技能)，只透過一個念頭就把想法實體化出來，未來想法會更多元且發散
1690373202431,Wed Jul 26 12:06:42 UTC 2023,94,232,49,2,1,AI填補了無法海量摸索的寂寞感，未必會取代我們的作業方式， 但由一個沒有科班底的人使用AI而獲得重大關注， 能夠促使我們思考學習方式與應用能力這件事， 當這項工具給予更多人觸及想像的藝術空間， 代表藝術的定義也逐漸改變當中。
1690425898213,Thu Jul 27 02:44:58 UTC 2023,95,236,59,1,1,善用AI工具可以成為我們源源不斷的資源，人類有時候會因為各種因素而擾亂思緒。透過AI的協助，創作者能有更多設計可能。
1690448326738,Thu Jul 27 08:58:46 UTC 2023,96,46,37,9,1,AI時代是一種未來場景，一種無限的可能，人類勢必要透過它才能提昇一個層次
1690448658937,Thu Jul 27 09:04:18 UTC 2023,97,46,32,5,1,AI是一種未來的場景，一種無限可能，人類勢必要透過它才能提昇一個層次，不管是一種工具或一股助力，往前走就是了，隨時伺機而動因應所需。
1690461936775,Thu Jul 27 12:45:36 UTC 2023,98,46,31,6,1,點子松徵件應鼓勵投件者使用 AI 進行創作，這樣才真正看出生成式AI會有如何的爆發力。
1690462009238,Thu Jul 27 12:46:49 UTC 2023,99,46,31,14,1,我認為AI是工具也是協作者，但以人類的角度並非創作者，它僅透過大數據交叉相乘產出的資訊，稱不上創作。
1690462054222,Thu Jul 27 12:47:34 UTC 2023,100,46,36,6,1,就像呼吸新鮮空氣一樣，AI應該也屬於自然界的一種能量，人人有權善用它。
1690462106027,Thu Jul 27 12:48:26 UTC 2023,101,46,43,1,1,AI對未來的作用將會是N次方加乘的結果，不管是政策、教育、產業、社會、個人等都很難拿個準，隨時洞察其延展脈絡再加以破除迷障。
1690512153046,Fri Jul 28 02:42:33 UTC 2023,102,255,28,14,1,學習AI的急切性就像當初使用淘寶開店或網購，誰先入局誰先贏。
1690518843797,Fri Jul 28 04:34:03 UTC 2023,104,259,50,0,1,在安全防範與審判上，不能全部依賴AI ，人性也必須考慮。 人與AI 最大的差異便是在此。
1690551002234,Fri Jul 28 13:30:02 UTC 2023,105,275,25,16,1,AI的使用可以將創作普遍化，可能是讓創作價值降低
1690612491884,Sat Jul 29 06:34:51 UTC 2023,106,292,41,1,1,AI不能取代所有的生活技能，但AI可以是生活更便捷。
1690633583260,Sat Jul 29 12:26:23 UTC 2023,107,299,16,7,1,AI與去中心化的分散式帳本的結合，會是未來一個難以預測、負面影響大於正面卻難以處理的科技副作用
1690633665657,Sat Jul 29 12:27:45 UTC 2023,108,299,30,7,1,生成式AI會從根本改變教育的方式，需要設計完全基於生成式AI出發的實驗教育系統
1690641397132,Sat Jul 29 14:36:37 UTC 2023,109,302,29,2,1,AI可用 但要分地區跟文化跟用途上嚴加規範 訂立法律
1690654420453,Sat Jul 29 18:13:40 UTC 2023,110,310,38,7,1,AI大量生成圖片的時代，仍需要懂傳統繪畫的人協助，才能更加進步完善
1690672725626,Sat Jul 29 23:18:45 UTC 2023,111,311,34,3,1,AI是多人訓練的結果。 用相同問法，會得到相同結果。 不過AI是需要餵入很多專業資訊，方可得到更精準的結果。 納入AI作品，就公平性來說未必公平。 但對專業人士而言，善用AI再融入自己構思，也是能差異化的。 用更寬廣的角度去接受AI作品，或許可以激盪出更好的創意。
1690685600322,Sun Jul 30 02:53:20 UTC 2023,112,312,31,2,1,AI 的計算能力是無庸置疑的 若是歸入交通系統中 救護車可以更快安全的移動
1690705133816,Sun Jul 30 08:18:53 UTC 2023,113,315,23,2,1,當科技目的是為了提升地球與人類的平衡時，人們反而會從侷限的框架中獲得解放
1690712813875,Sun Jul 30 10:26:53 UTC 2023,114,318,15,12,1,AI只能知道人類所知道的，這就是AI最大侷限。
1690722060312,Sun Jul 30 13:01:00 UTC 2023,115,323,18,5,1,就目前發展 -AI是工具和協作者。 -AI 生成內容，原則不受法律保護但特定情況例外。例如生成內容若經使用者加以編輯改寫，則應有適用編輯或衍生著作空間。若原始生成AI著作具一定程度原創性則應考量視為共同著作，即AI技術開發者、資料擁有者以及使用者共同創作。不過此皆應個案處理。
1690736427028,Sun Jul 30 17:00:27 UTC 2023,116,333,27,3,1,AI只是工具，時代只會淘汰不會使用工具或沒能想出應對策略的人，不會淘汰人類本身
1690765878536,Mon Jul 31 01:11:18 UTC 2023,117,338,30,0,1,AI 是一個工具，但是所提供的訊息資料，假假真真，懂得辨識真偽，才是個人專業的表現，懂得利用的人將會加速作業的效率，如同Google的崛起，AI崛起，又是另一個思維模式轉變
1690781822256,Mon Jul 31 05:37:02 UTC 2023,118,349,22,0,1,AI生成的內容應該適當標註參考的資料來源。
1690785496055,Mon Jul 31 06:38:16 UTC 2023,119,342,28,1,1,遲早有一天人工智慧將與人類共存於社會
1690785560192,Mon Jul 31 06:39:20 UTC 2023,120,342,19,1,1,學校應該系統性的教導學生該如何使用人工智慧和其他網路工具
1690790074248,Mon Jul 31 07:54:34 UTC 2023,121,366,14,0,1,AI智慧未來運用是一個趨勢，也不可避免，但為有效管理網路資源，辨別使用人之身分認證不可少，採取類實名制，這才是網路公民負責任之態度。
1690791048477,Mon Jul 31 08:10:48 UTC 2023,122,366,8,1,1,AI會帶來改變，但沒辦法取代人類所需的生老病死及七情六慾
1690791676534,Mon Jul 31 08:21:16 UTC 2023,123,366,10,6,1,科技始終來自人性，AI是沒有辦法幫你吃飯的！
1690793850906,Mon Jul 31 08:57:30 UTC 2023,124,379,11,1,1,有AI 如何辨別真偽就是最重要 也希望有這樣的軟體開發
1690793909170,Mon Jul 31 08:58:29 UTC 2023,125,379,6,2,1,AI只是協做者
